use_no,prodno,chem_code,prodchem_pct,lbs_chm_used,lbs_prd_used,amt_prd_used,unit_of_meas,acre_planted,unit_planted,acre_treated,unit_treated,applic_cnt,applic_dt,applic_time,county_cd,base_ln_mer,township,tship_dir,range,range_dir,section,site_loc_id,grower_id,license_no,planting_seq,aer_gnd_ind,site_code,qualify_cd,batch_no,document_no,summary_cd,record_id,comtrs,error_flag,year,water_year,error_id,error_code,error_type,duplicate_set,error_description,comments
1207167,34485,573,97.5,7693.68015,7890.954,776.47,GA,60,A,59.8,A,1,2021-04-07,1100,50,M,04,S,07,E,29,Y24B,50215009099,,,F,29136,0,5001,1359,1,A,50M04S07E29,X,2021,2021,46402,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
536031,34485,573,97.5,6472.7505375,6638.7185,653.25,GA,50,A,19.5,A,1,2021-04-16,0800,54,M,24,S,25,E,26,07-101,54215411446,,,F,40008,0,5408,2144,1,A,54M24S25E26,X,2021,2021,20072,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
537383,34485,573,97.5,6539.6331,6707.316,660,GA,50,A,20,A,1,2021-04-16,1230,54,M,24,S,25,E,26,07-103,54215411446,,,F,40008,0,5408,2960,1,A,54M24S25E26,X,2021,2021,20131,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find more than one product that matched the 3-part registration number; the reported reg num was 62719-32--62719. The product chosen had: 1) the reported site on its label  2) a specific gravity value consistent with reported unit_of_meas 3) was registered at the time of application. This product was 62719-32-ZA-62719 (prodno = 34485).
466535,46206,136,33.3,894.8790918,2687.3246,240,GA,105,A,16,A,1,2021-04-09,1200,56,S,01,N,21,W,01,07,56213305000,,,F,11003,0,5621,403,1,A,56S01N21W01,X,2021,2021,18020,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find one product that matched the 3-part registration number; reported reg num was 62719-348--62719; product found was 62719-348-AA-62719 (prodno = 46206).
466535,46206,573,60.8,1633.8933568,2687.3246,240,GA,105,A,16,A,1,2021-04-09,1200,56,S,01,N,21,W,01,07,56213305000,,,F,11003,0,5621,403,1,A,56S01N21W01,X,2021,2021,18020,37,POSSIBLE,,pesticide product is not in DPR's label database,No product found that matched the reported 4-part registration number but did find one product that matched the 3-part registration number; reported reg num was 62719-348--62719; product found was 62719-348-AA-62719 (prodno = 46206).
726316,26187,136,96.5,2193.8671875,2273.4375,36375,OZ,,,,,21,2022-03-01,,01,,,,,,,,,8150,,,10,0,103,1120,2,C,,X,2022,2022,24460,76,POSSIBLE,,"The pounds of AI per area treated exceeds the fixed1 limit or the mean use rate + 3SD, but does not exceed the fixed2 limit or the mean use rate + 10 SD.",Reported pounds AI per application = 104 for Chloropicrin; median pounds AI per application in 2015 = 0.1945921; lbs/app > mean + 5*SD
3978500,72895,573,97.5,0.0660075,.0677,.0067,GA,230,A,8.7,S,1,2022-04-24,1000,10,M,15,S,23,E,30,458,10221040710,,,F,99,0,1018,2761,1,A,10M15S23E30,X,2022,2022,136279,80,POSSIBLE,5992,record is an erroneous duplicate of another record,
16244,47813,136,99,1801.8,1820,1820,LB,117.5,A,9.2,A,1,2022-01-18,1330,15,S,11,N,19,W,25,35823A,15221505736,,,F,3001,0,1501,3641,1,A,15S11N19W25,X,2022,2022,8412,80,POSSIBLE,3938,record is an erroneous duplicate of another record,
16235,72895,573,97.5,5198.2578375,5331.5465,528,GA,117.5,A,16,A,1,2022-01-18,1330,15,S,11,N,19,W,25,35823A,15221505736,,,F,3001,0,1501,3640,1,A,15S11N19W25,X,2022,2022,6874,80,POSSIBLE,3176,record is an erroneous duplicate of another record,
16374,47813,136,99,2365.11,2389,2389,LB,153.1,A,35,A,1,2022-01-26,1330,15,M,29,S,25,E,16,7,15221504532,,,F,3001,0,1501,1232,1,A,15M29S25E16,X,2022,2022,8582,80,POSSIBLE,4019,record is an erroneous duplicate of another record,
15431,72895,573,97.5,3682.0992975,3776.5121,374,GA,136.9,A,11.35,A,1,2022-01-14,1230,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,2182,1,A,15S11N19W26,X,2022,2022,1080,80,POSSIBLE,318,record is an erroneous duplicate of another record,
15434,47813,136,99,1782,1800,1800,LB,170,A,9,A,1,2022-01-15,1130,15,M,26,S,25,E,14,1,15221502867,,,F,3001,0,1501,2185,1,A,15M26S25E14,X,2022,2022,1086,80,POSSIBLE,321,record is an erroneous duplicate of another record,
15430,47813,136,99,1346.4,1360,1360,LB,136.9,A,6.8,A,1,2022-01-14,1230,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,2181,1,A,15S11N19W26,X,2022,2022,1078,80,POSSIBLE,317,record is an erroneous duplicate of another record,
15582,72895,573,97.5,3573.802245,3665.4382,363,GA,136.9,A,11,A,1,2022-01-22,1400,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,1201,1,A,15S11N19W26,X,2022,2022,6982,80,POSSIBLE,3230,record is an erroneous duplicate of another record,
16245,47813,136,99,1817.5113,1835.87,1835.87,LB,117.5,A,9.22,A,1,2022-01-22,1030,15,S,11,N,19,W,25,35823A,15221505736,,,F,3001,0,1501,3642,1,A,15S11N19W25,X,2022,2022,8414,80,POSSIBLE,3939,record is an erroneous duplicate of another record,
15738,72895,573,97.5,5035.8123075,5164.9357,511.5,GA,136.9,A,15.5,A,1,2022-01-17,1100,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,4175,1,A,15S11N19W26,X,2022,2022,6894,80,POSSIBLE,3186,record is an erroneous duplicate of another record,
15432,72895,573,97.5,4440.1785675,4554.0293,451,GA,117.5,A,13.68,A,1,2022-01-15,1400,15,S,11,N,19,W,25,35823A,15221505736,,,F,3001,0,1501,2183,1,A,15S11N19W25,X,2022,2022,1082,80,POSSIBLE,319,record is an erroneous duplicate of another record,
16029,47813,136,99,1188,1200,1200,LB,136.9,A,6,A,1,2022-01-19,1100,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,36,1,A,15S11N19W26,X,2022,2022,4415,80,POSSIBLE,1959,record is an erroneous duplicate of another record,
15433,47813,136,99,1639.44,1656,1656,LB,117.5,A,8.28,A,1,2022-01-15,1400,15,S,11,N,19,W,25,35823A,15221505736,,,F,3001,0,1501,2184,1,A,15S11N19W25,X,2022,2022,1084,80,POSSIBLE,320,record is an erroneous duplicate of another record,
15561,72895,573,97.5,4170.322065,4277.2534,423.59,GA,38,A,38,A,1,2022-01-21,0930,15,S,11,N,20,W,02,13WNPE,15221500530,,,F,11003,0,1501,558,1,A,15S11N20W02,X,2022,2022,7250,80,POSSIBLE,3360,record is an erroneous duplicate of another record,
16375,72895,573,97.5,8829.162225,9055.551,896.8,GA,80,A,73.9,A,1,2022-01-29,1229,15,M,27,S,25,E,28,5552,15221505539,,,F,29141,0,1501,1233,1,A,15M27S25E28,X,2022,2022,8584,80,POSSIBLE,4020,record is an erroneous duplicate of another record,
15559,72895,573,97.5,3292.3284225,3376.7471,334.41,GA,73,A,30,A,1,2022-01-21,0930,15,S,11,N,20,W,02,11WPE,15221500530,,,F,11003,0,1501,556,1,A,15S11N20W02,X,2022,2022,7246,80,POSSIBLE,3358,record is an erroneous duplicate of another record,
15581,47813,136,99,1492.8111,1507.89,1507.89,LB,136.9,A,7.61,A,1,2022-01-22,1400,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,1200,1,A,15S11N19W26,X,2022,2022,6980,80,POSSIBLE,3229,record is an erroneous duplicate of another record,
14719,72895,573,97.5,4873.3667775,4998.3249,495,GA,136.9,A,15,A,1,2022-01-19,1100,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,4114,1,A,15S11N19W26,X,2022,2022,3087,80,POSSIBLE,1310,record is an erroneous duplicate of another record,
16246,72895,573,97.5,5139.777435,5271.5666,522.06,GA,117.5,A,15.82,A,1,2022-01-21,1030,15,S,11,N,19,W,25,35823A,15221505736,,,F,3001,0,1501,3643,1,A,15S11N19W25,X,2022,2022,8416,80,POSSIBLE,3940,record is an erroneous duplicate of another record,
16866,72895,573,97.5,8301.460245,8514.3182,843.2,GA,70,A,70,A,1,2022-01-22,1330,15,M,28,S,24,E,08,26,15221505856,,,F,29111,0,1501,1814,1,A,15M28S24E08,X,2022,2022,1120,80,POSSIBLE,338,record is an erroneous duplicate of another record,
14952,47813,136,99,1801.8,1820,1820,LB,136.9,A,9.1,A,1,2022-01-17,1100,15,S,11,N,19,W,26,35823B,15221505736,,,F,3001,0,1501,4128,1,A,15S11N19W26,X,2022,2022,3115,80,POSSIBLE,1324,record is an erroneous duplicate of another record,
14463,72895,573,97.5,26385.0967575,27061.6377,2680,GA,156,A,80,A,1,2022-01-15,1600,15,M,27,S,23,E,11,BMK5,15221504375,,,F,3001,0,1501,3883,1,A,15M27S23E11,X,2022,2022,1052,80,POSSIBLE,304,record is an erroneous duplicate of another record,
13456,47813,136,99,2105.1459,2126.41,2126.41,LB,153.1,A,31,A,1,2022-01-31,1230,15,M,29,S,25,E,16,7,15221504532,,,F,3001,0,1501,1970,1,A,15M29S25E16,X,2022,2022,2341,80,POSSIBLE,941,record is an erroneous duplicate of another record,
2708551,16709,136,43,11145.6,25920,25920,LB,69.1,A,69.1,A,1,2022-08-02,0700,18,M,29,N,13,E,12,"Z-3,4",1822180150A,,,F,1016,0,1802,19,2,B,18M29N13E12,X,2022,2022,78091,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
2708550,16709,136,43,7275.6,16920,16920,LB,45,A,45,A,1,2022-08-06,0700,18,M,28,N,13,E,01,CC-3,1822180150A,,,F,1016,0,1802,18,1,B,18M28N13E01,X,2022,2022,78090,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4052070,67449,573,19.5,1682.658315,8629.017,666,GA,20.2,A,20.2,A,1,2022-09-08,1100,27,M,12,S,01,E,36,03,27222701202,,,F,1016,0,2711,647,1,A,27M12S01E36,X,2022,2022,173312,47,INCONSISTENT,,area treated is greater than the area planted,
4052056,67449,136,79.8,8664.3104562,10857.5319,838,GA,25.4,A,25.4,A,1,2022-09-03,0700,27,M,12,S,01,E,36,03,27222701202,,,F,1016,0,2711,633,1,A,27M12S01E36,X,2022,2022,173298,47,INCONSISTENT,,area treated is greater than the area planted,
4052070,67449,136,79.8,6885.955566,8629.017,666,GA,20.2,A,20.2,A,1,2022-09-08,1100,27,M,12,S,01,E,36,03,27222701202,,,F,1016,0,2711,647,1,A,27M12S01E36,X,2022,2022,173312,47,INCONSISTENT,,area treated is greater than the area planted,
4052056,67449,573,19.5,2117.2187205,10857.5319,838,GA,25.4,A,25.4,A,1,2022-09-03,0700,27,M,12,S,01,E,36,03,27222701202,,,F,1016,0,2711,633,1,A,27M12S01E36,X,2022,2022,173298,47,INCONSISTENT,,area treated is greater than the area planted,
3546293,46821,136,94,3088.84,3286,3286,LB,25,A,21.2,A,1,2022-10-24,1300,27,M,13,S,03,E,31,02,27222701668,,,F,1016,0,2701,311,1,A,27M13S03E31,X,2022,2023,101385,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
3282047,67450,573,18.5,13.479692,72.8632,5.7843,GA,.5,A,0.28,A,1,2022-11-05,1400,40,M,32,S,13,E,10,020002,40224010236,,,F,1016,0,4002,366,1,B,40M32S13E10,X,2022,2023,92274,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 2,311 pounds AI per acre for Chloropicrin; median rate of use in 2019 = 197 pounds AI per acre; rate > fixed2 limit; rate > mean + 5*SD; the values for lbs_prd_used and amt_prd_used were estimated."
3290292,75090,136,94,4572.16,4864,4864,LB,25,A,24.32,A,1,2022-02-25,1130,40,S,11,N,35,W,25,030004,40224010669,,,F,1016,0,4004,3220,1,A,40S11N35W25,X,2022,2022,92800,85,INVALID,,"Invalid Fumigation Code, Invalid AGOF/Fumigation Code combination or the Fumigation code is missing.",
4029730,75090,136,94,8930,9500,9500,LB,47.5,A,47.5,A,1,2022-10-07,1200,40,S,11,N,35,W,17,020001,40224202481,,,F,1016,0,4004,714,1,A,40S11N35W17,X,2022,2023,157268,47,INCONSISTENT,,area treated is greater than the area planted,
3282047,67450,136,75.8,55.2303056,72.8632,5.7843,GA,.5,A,0.28,A,1,2022-11-05,1400,40,M,32,S,13,E,10,020002,40224010236,,,F,1016,0,4002,366,1,B,40M32S13E10,X,2022,2023,92274,75,POSSIBLE,,"pounds of AI per acre treated is greater than 200, or pounds of product per area treated is greater than 50 times the median rate for this product on this commodity","Reported rate of use = 2,311 pounds AI per acre for Chloropicrin; median rate of use in 2019 = 197 pounds AI per acre; rate > fixed2 limit; rate > mean + 5*SD; the values for lbs_prd_used and amt_prd_used were estimated."
3908209,3541,136,99,13.04622,13.178,123.85,OZ,,,,,,2022-12-01,,40,,,,,,,,,4092,,,10,0,4003,560,2,C,,X,2022,2023,121670,76,POSSIBLE,,"The pounds of AI per area treated exceeds the fixed1 limit or the mean use rate + 3SD, but does not exceed the fixed2 limit or the mean use rate + 10 SD.",Reported pounds AI per application = 13.05 for Chloropicrin; median pounds AI per application in 2015 = 0.1945921; lbs/app > mean + 3*SD
2070161,75090,136,94,564,600,600,LB,6,A,6,A,1,2022-07-28,0600,42,S,09,N,32,W,17,01000599,42224202165,,,F,10012,0,4212,99,1,A,42S09N32W17,X,2022,2022,58439,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 10012, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2070060,75090,136,94,752,800,800,LB,8,A,8,A,1,2022-07-13,0700,42,S,09,N,32,W,17,01000499,42224202165,,,F,10012,0,4212,72,1,A,42S09N32W17,X,2022,2022,58421,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 10012, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
3148025,16696,136,42.7,921.893,2159,2159,LB,5.3,A,5.3,A,1,2022-09-27,0930,45,M,30,N,01,W,08,45166X02,45225200166,,,F,40008,0,4501,99,1,A,45M30N01W08,X,2022,2022,89556,47,INCONSISTENT,,area treated is greater than the area planted,
437369,75087,136,99,1771.11,1789,1789,LB,170,A,29.27,A,1,2022-02-21,1000,50,M,04,S,12,E,33,2733C2,50225008650,,,F,3001,0,5001,1918,2,A,50M04S12E33,X,2022,2022,17492,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 3001, was not on the label for this pesticide product, 11220-47-AA-11220 (prodno = 75087), and was not on any other product which matched the product's 2 or 3-part registration number."
3694221,12820,136,99,38.61,39,39,LB,,,,,,2022-11-01,,51,,,,,,,,,30034,,,91,0,5103,45,3,C,,X,2022,2023,109951,76,POSSIBLE,,"The pounds of AI per area treated exceeds the fixed1 limit or the mean use rate + 3SD, but does not exceed the fixed2 limit or the mean use rate + 10 SD.",Reported pounds AI per application = 38.61 for Chloropicrin; median pounds AI per application in 2015 = 0.1945921; lbs/app > mean + 3*SD
4032505,75087,136,99,13117.5,13250,13250,LB,56.2,A,56.2,A,1,2022-08-02,0830,56,S,01,N,22,W,11,11,562256c1173,,,F,1016,0,5613,1,1,A,56S01N22W11,X,2022,2022,157896,47,INCONSISTENT,,area treated is greater than the area planted,
4032708,75090,136,94,507.6,540,540,LB,18,A,18,A,1,2022-07-08,1530,56,S,01,N,20,W,08,02A,562256x0003,,,F,11005,0,5610,452,1,A,56S01N20W08,X,2022,2022,158019,47,INCONSISTENT,,area treated is greater than the area planted,
2327120,75090,136,94,6053.6,6440,6440,LB,64,A,34,A,1,2022-07-06,0330,56,S,02,N,22,W,18,04A,562256c1118,,,F,1016,0,5603,3464,1,A,56S02N22W18,X,2022,2022,66375,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2371642,75090,136,94,2538,2700,2700,LB,40,A,18,A,1,2022-07-08,1330,56,S,03,N,24,W,17,06,562256c0664,,,F,1016,0,5606,181,1,A,56S03N24W17,X,2022,2022,67217,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
4032688,72893,136,34.7,5343.9690931,15400.4873,1379.7,GA,51.1,A,51.1,A,1,2022-07-22,1030,56,S,02,N,21,W,35,08,562256c1074,,,F,1016,0,5610,410,1,A,56S02N21W35,X,2022,2022,157999,47,INCONSISTENT,,area treated is greater than the area planted,
2331260,75090,136,94,1880,2000,2000,LB,19,A,10,A,1,2022-07-12,1000,56,S,01,N,22,W,02,04,562256p2202,,,F,1016,0,5603,7402,1,A,56S01N22W02,X,2022,2022,66445,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2328627,75090,136,94,6105.3,6495,6495,LB,52,A,43.3,A,1,2022-06-07,1100,56,S,02,N,23,W,25,07,562256c1143,,,F,1016,0,5603,1616,1,A,56S02N23W25,X,2022,2022,66395,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2323745,75090,136,94,6368.97,6775.5,6775.5,LB,47,A,45.17,A,1,2022-06-16,1330,56,S,02,N,22,W,18,17,562256c1119,,,F,1016,0,5603,2574,1,A,56S02N22W18,X,2022,2022,66328,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2329521,75090,136,94,752,800,800,LB,15,A,5,A,1,2022-07-26,1000,56,S,01,N,22,W,12,03,562256x0256,,,F,1016,0,5603,7921,1,A,56S01N22W12,X,2022,2022,66413,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
4032688,72893,573,63.4,9763.9089482,15400.4873,1379.7,GA,51.1,A,51.1,A,1,2022-07-22,1030,56,S,02,N,21,W,35,08,562256c1074,,,F,1016,0,5610,410,1,A,56S02N21W35,X,2022,2022,157999,47,INCONSISTENT,,area treated is greater than the area planted,
2371839,75090,136,94,1203.2,1280,1280,LB,11.5,A,8,A,1,2022-07-16,1000,56,S,01,N,22,W,12,04,562256p1927,,,F,1016,0,5606,419,1,A,56S01N22W12,X,2022,2022,67223,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2327146,75090,136,94,2890.5,3075,3075,LB,40,A,20.5,A,1,2022-07-01,1330,56,S,03,N,24,W,17,06,562256c0664,,,F,1016,0,5603,4663,1,A,56S03N24W17,X,2022,2022,66376,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2324425,75090,136,94,4512,4800,4800,LB,32,A,32,A,1,2022-06-04,1030,56,S,02,N,23,W,13,04,562256v2001,,,F,1016,0,5603,4215,1,A,56S02N23W13,X,2022,2022,66334,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2329766,75090,136,94,2397,2550,2550,LB,35,A,17,A,1,2022-07-02,1300,56,S,02,N,22,W,32,13,562256c1119,,,F,1016,0,5603,586,1,A,56S02N22W32,X,2022,2022,66422,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2329262,75090,136,94,2227.8,2370,2370,LB,35,A,15.8,A,1,2022-06-09,1000,56,S,02,N,22,W,32,13,562256c1119,,,F,1016,0,5603,3077,1,A,56S02N22W32,X,2022,2022,66405,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2329767,75090,136,94,2961,3150,3150,LB,40,A,21,A,1,2022-07-01,1330,56,S,03,N,24,W,17,06,562256c0664,,,F,1016,0,5603,587,1,A,56S03N24W17,X,2022,2022,66423,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
2329474,75090,136,94,11562,12300,12300,LB,87,A,82,A,1,2022-06-22,1430,56,S,02,N,22,W,19,02,562256v2001,,,F,1016,0,5603,5516,1,A,56S02N22W19,X,2022,2022,66409,39,INCONSISTENT,,commodity (site code) is not on the list of commodities for which this pesticide is registered,"The reported site, 1016, was not on the label for this pesticide product, 11220-48-AA-11220 (prodno = 75090), and was not on any other product which matched the product's 2 or 3-part registration number."
